ID,Name,Gender,Qualification,,
1244,"""William Gerald Golding""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1244, ""William Gerald Golding"", ""F"" , ""Graduate"" );"
1245,"""William J. Mann""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1245, ""William J. Mann"", ""F"" , ""Graduate"" );"
1246,"""Laurell K. Hamilton""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1246, ""Laurell K. Hamilton"", ""F"" , ""Graduate"" );"
1247,"""James Reese""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1247, ""James Reese"", ""F"" , ""Graduate"" );"
1248,"""Judge Judy Sheindlin""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1248, ""Judge Judy Sheindlin"", ""F"" , ""Graduate"" );"
1249,"""Manil Suri""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1249, ""Manil Suri"", ""F"" , ""Graduate"" );"
1250,"""VICTORIA SULLIVAN""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1250, ""VICTORIA SULLIVAN"", ""F"" , ""Graduate"" );"
1251,"""Kingsley Amis""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1251, ""Kingsley Amis"", ""F"" , ""Graduate"" );"
1252,"""Dale Cooper""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1252, ""Dale Cooper"", ""F"" , ""Graduate"" );"
1253,"""Scott Walker""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1253, ""Scott Walker"", ""F"" , ""Graduate"" );"
1254,"""Catherine Clement""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1254, ""Catherine Clement"", ""F"" , ""Graduate"" );"
1255,"""Colm Toibin""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1255, ""Colm Toibin"", ""F"" , ""Graduate"" );"
1256,"""Joe Weber""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1256, ""Joe Weber"", ""F"" , ""Graduate"" );"
1257,"""Caleb Carr""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1257, ""Caleb Carr"", ""F"" , ""Graduate"" );"
1258,"""Stephen Baxter""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1258, ""Stephen Baxter"", ""F"" , ""Graduate"" );"
1259,"""Augusten Burroughs""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1259, ""Augusten Burroughs"", ""F"" , ""Graduate"" );"
1260,"""Mark Dunn""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1260, ""Mark Dunn"", ""F"" , ""Graduate"" );"
1261,"""William Carpenter""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1261, ""William Carpenter"", ""F"" , ""Graduate"" );"
1262,"""John Case""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1262, ""John Case"", ""F"" , ""Graduate"" );"
1263,"""Donna Woolfolk Cross""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1263, ""Donna Woolfolk Cross"", ""F"" , ""Graduate"" );"
1264,"""JON KRAKAUER""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1264, ""JON KRAKAUER"", ""F"" , ""Graduate"" );"
1265,"""Michael Ryan""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1265, ""Michael Ryan"", ""F"" , ""Graduate"" );"
1266,"""Robert K. Tanenbaum""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1266, ""Robert K. Tanenbaum"", ""F"" , ""Graduate"" );"
1267,"""Judi Lawson Wallace""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1267, ""Judi Lawson Wallace"", ""F"" , ""Graduate"" );"
1268,"""Grierson""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1268, ""Grierson"", ""F"" , ""Graduate"" );"
1269,"""Peter J. D'Adamo""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1269, ""Peter J. D'Adamo"", ""F"" , ""Graduate"" );"
1270,"""Helene Wiggin""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1270, ""Helene Wiggin"", ""F"" , ""Graduate"" );"
1271,"""Ira Levin""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1271, ""Ira Levin"", ""F"" , ""Graduate"" );"
1272,"""Norman Lindsay""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1272, ""Norman Lindsay"", ""F"" , ""Graduate"" );"
1273,"""Christina Lamb""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1273, ""Christina Lamb"", ""F"" , ""Graduate"" );"
1274,"""Crichton Michael""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1274, ""Crichton Michael"", ""F"" , ""Graduate"" );"
1275,"""Nancy Creagh Phelan""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1275, ""Nancy Creagh Phelan"", ""F"" , ""Graduate"" );"
1276,"""CHRIS BOHJALIAN""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1276, ""CHRIS BOHJALIAN"", ""F"" , ""Graduate"" );"
1277,"""M. Scott Peck""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1277, ""M. Scott Peck"", ""F"" , ""Graduate"" );"
1278,"""M. M. Kaye""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1278, ""M. M. Kaye"", ""F"" , ""Graduate"" );"
1279,"""Sharon Creech""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1279, ""Sharon Creech"", ""F"" , ""Graduate"" );"
1280,"""Christian Jacq""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1280, ""Christian Jacq"", ""F"" , ""Graduate"" );"
1281,"""Dean Devlin""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1281, ""Dean Devlin"", ""F"" , ""Graduate"" );"
1282,"""Dean Marney""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1282, ""Dean Marney"", ""F"" , ""Graduate"" );"
1283,"""Justine Ettler""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1283, ""Justine Ettler"", ""F"" , ""Graduate"" );"
1284,"""Margaret Wise Brown""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1284, ""Margaret Wise Brown"", ""F"" , ""Graduate"" );"
1285,"""Shel Arensen""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1285, ""Shel Arensen"", ""F"" , ""Graduate"" );"
1286,"""Amanda McKay""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1286, ""Amanda McKay"", ""F"" , ""Graduate"" );"
1287,"""Carl Djerassi""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1287, ""Carl Djerassi"", ""F"" , ""Graduate"" );"
1288,"""Nuala O'Faolain""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1288, ""Nuala O'Faolain"", ""F"" , ""Graduate"" );"
1289,"""Lee Strobel""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1289, ""Lee Strobel"", ""F"" , ""Graduate"" );"
1290,"""Sally Rains""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1290, ""Sally Rains"", ""F"" , ""Graduate"" );"
1291,"""various authors""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1291, ""various authors"", ""F"" , ""Graduate"" );"
1292,"""Osuntoki""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1292, ""Osuntoki"", ""F"" , ""Graduate"" );"
1293,"""Burton Raffel""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1293, ""Burton Raffel"", ""F"" , ""Graduate"" );"
1294,"""Terry McMillan""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1294, ""Terry McMillan"", ""F"" , ""Graduate"" );"
1295,"""Don Lassiter""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1295, ""Don Lassiter"", ""F"" , ""Graduate"" );"
1296,"""Jimmy Stewart""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1296, ""Jimmy Stewart"", ""F"" , ""Graduate"" );"
1297,"""KEN WILBER""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1297, ""KEN WILBER"", ""F"" , ""Graduate"" );"
1298,"""Bill Cosby""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1298, ""Bill Cosby"", ""F"" , ""Graduate"" );"
1299,"""Ruth Gordon""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1299, ""Ruth Gordon"", ""F"" , ""Graduate"" );"
1300,"""Flannery O'Connor""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1300, ""Flannery O'Connor"", ""F"" , ""Graduate"" );"
1301,"""Adrian Mitchell""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1301, ""Adrian Mitchell"", ""F"" , ""Graduate"" );"
1302,"""Donald A. Davis""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1302, ""Donald A. Davis"", ""F"" , ""Graduate"" );"
1303,"""Leslie Marmon Silko""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1303, ""Leslie Marmon Silko"", ""F"" , ""Graduate"" );"
1304,"""Robert S. Root-Bernstein""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1304, ""Robert S. Root-Bernstein"", ""F"" , ""Graduate"" );"
1305,"""Joe Marcus""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1305, ""Joe Marcus"", ""F"" , ""Graduate"" );"
1306,"""Dorothea Benton Frank""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1306, ""Dorothea Benton Frank"", ""F"" , ""Graduate"" );"
1307,"""Anita Brookner""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1307, ""Anita Brookner"", ""F"" , ""Graduate"" );"
1308,"""Beverly Jenkins""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1308, ""Beverly Jenkins"", ""F"" , ""Graduate"" );"
1309,"""Daniel Hecht""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1309, ""Daniel Hecht"", ""F"" , ""Graduate"" );"
1310,"""Anita Daher""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1310, ""Anita Daher"", ""F"" , ""Graduate"" );"
1311,"""Stephen R. Lawhead""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1311, ""Stephen R. Lawhead"", ""F"" , ""Graduate"" );"
1312,"""Robin A. White""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1312, ""Robin A. White"", ""F"" , ""Graduate"" );"
1313,"""Stephen White""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1313, ""Stephen White"", ""F"" , ""Graduate"" );"
1314,"""Jeffrey Archer""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1314, ""Jeffrey Archer"", ""F"" , ""Graduate"" );"
1315,"""Guy De Maupassant""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1315, ""Guy De Maupassant"", ""F"" , ""Graduate"" );"
1316,"""Jonathan Kellerman""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1316, ""Jonathan Kellerman"", ""F"" , ""Graduate"" );"
1317,"""Robert Charles Wilson""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1317, ""Robert Charles Wilson"", ""F"" , ""Graduate"" );"
1318,"""Gilles Deleuze""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1318, ""Gilles Deleuze"", ""F"" , ""Graduate"" );"
1319,"""Peter Weber""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1319, ""Peter Weber"", ""F"" , ""Graduate"" );"
1320,"""Thomas Gifford""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1320, ""Thomas Gifford"", ""F"" , ""Graduate"" );"
1321,"""Oscar Hijuelos""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1321, ""Oscar Hijuelos"", ""F"" , ""Graduate"" );"
1322,"""Taiping Shangdi""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1322, ""Taiping Shangdi"", ""F"" , ""Graduate"" );"
1323,"""Harald Schmidt""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1323, ""Harald Schmidt"", ""F"" , ""Graduate"" );"
1324,"""Arman Danesh""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1324, ""Arman Danesh"", ""F"" , ""Graduate"" );"
1325,"""Emma Callery""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1325, ""Emma Callery"", ""F"" , ""Graduate"" );"
1326,"""Donald Beman""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1326, ""Donald Beman"", ""F"" , ""Graduate"" );"
1327,"""Guinness Media Inc.""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1327, ""Guinness Media Inc."", ""F"" , ""Graduate"" );"
1328,"""Adam Brate""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1328, ""Adam Brate"", ""F"" , ""Graduate"" );"
1329,"""Bob Levis""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1329, ""Bob Levis"", ""F"" , ""Graduate"" );"
1330,"""Maurice Gran""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1330, ""Maurice Gran"", ""F"" , ""Graduate"" );"
1331,"""J Smith""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1331, ""J Smith"", ""F"" , ""Graduate"" );"
1332,"""CHERIE CARTER-SCOTT""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1332, ""CHERIE CARTER-SCOTT"", ""F"" , ""Graduate"" );"
1333,"""Mark Victor Hansen""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1333, ""Mark Victor Hansen"", ""F"" , ""Graduate"" );"
1334,"""LENNART NILSSON""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1334, ""LENNART NILSSON"", ""F"" , ""Graduate"" );"
1335,"""Courtland L. Bovee""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1335, ""Courtland L. Bovee"", ""F"" , ""Graduate"" );"
1336,"""David Freemantle""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1336, ""David Freemantle"", ""F"" , ""Graduate"" );"
1337,"""Sandra  Waddock""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1337, ""Sandra  Waddock"", ""F"" , ""Graduate"" );"
1338,"""V.K. Narayanan""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1338, ""V.K. Narayanan"", ""F"" , ""Graduate"" );"
1339,"""Michael Mische""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1339, ""Michael Mische"", ""F"" , ""Graduate"" );"
1340,"""Ann Douglas""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1340, ""Ann Douglas"", ""F"" , ""Graduate"" );"
1341,"""Fergus Kelly""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1341, ""Fergus Kelly"", ""F"" , ""Graduate"" );"
1342,"""Norman Mailer""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1342, ""Norman Mailer"", ""F"" , ""Graduate"" );"
1343,"""Geoff Ryman""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1343, ""Geoff Ryman"", ""F"" , ""Graduate"" );"
1344,"""Graham Greene""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1344, ""Graham Greene"", ""F"" , ""Graduate"" );"
1345,"""Gaston Leroux""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1345, ""Gaston Leroux"", ""F"" , ""Graduate"" );"
1346,"""Karlfried Durckheim""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1346, ""Karlfried Durckheim"", ""F"" , ""Graduate"" );"
1347,"""Stephanie Coontz""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1347, ""Stephanie Coontz"", ""F"" , ""Graduate"" );"
1348,"""Laure Redmond""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1348, ""Laure Redmond"", ""F"" , ""Graduate"" );"
1349,"""Lynda Barry""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1349, ""Lynda Barry"", ""F"" , ""Graduate"" );"
1350,"""Fernando Iwasaki Cauti""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1350, ""Fernando Iwasaki Cauti"", ""F"" , ""Graduate"" );"
1351,"""Rafael Reig""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1351, ""Rafael Reig"", ""F"" , ""Graduate"" );"
1352,"""Laurent Jouvet""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1352, ""Laurent Jouvet"", ""F"" , ""Graduate"" );"
1353,"""Francesca Lia Block""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1353, ""Francesca Lia Block"", ""F"" , ""Graduate"" );"
1354,"""Carol Higgins Clark""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1354, ""Carol Higgins Clark"", ""F"" , ""Graduate"" );"
1355,"""Andrew Pyper""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1355, ""Andrew Pyper"", ""F"" , ""Graduate"" );"
1356,"""Robert Atkins""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1356, ""Robert Atkins"", ""F"" , ""Graduate"" );"
1357,"""Wendy Orr""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1357, ""Wendy Orr"", ""F"" , ""Graduate"" );"
1358,"""Amy Ephron""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1358, ""Amy Ephron"", ""F"" , ""Graduate"" );"
1359,"""Susan Vreeland""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1359, ""Susan Vreeland"", ""F"" , ""Graduate"" );"
1360,"""Alan Cumming""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1360, ""Alan Cumming"", ""F"" , ""Graduate"" );"
1361,"""Christopher Russo""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1361, ""Christopher Russo"", ""F"" , ""Graduate"" );"
1362,"""ANDREA DI ROBILANT""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1362, ""ANDREA DI ROBILANT"", ""F"" , ""Graduate"" );"
1363,"""Alan Epstein""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1363, ""Alan Epstein"", ""F"" , ""Graduate"" );"
1364,"""Federico Andahazi""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1364, ""Federico Andahazi"", ""F"" , ""Graduate"" );"
1365,"""Salley Vickers""","""F""","""Graduate""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (1365, ""Salley Vickers"", ""F"" , ""Graduate"" );"
